icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
KY26,Y26,,Mobridge,SD,US,45.54,-100.43,508,8,ky26
,,,kel,,,67.95,-162.31,69,7,kel
MMGL,GDL,,Guadalajara/Don Miguel,,MX,20.52,-103.32,1528,5,mmgl
KROA,ROA,72411,Roanoke Muni,VA,US,37.33,-79.97,362,3,kroa
LOWW,,11036,Vienna/Schwechat,,AT,48.1166666667,16.5666666667,190,6,110360
KZZV,ZZV,,Zanesville,OH,US,39.96,-81.9,268,6,kzzv
KFFC,FFC,72215,Peachtree City,GA,US,33.35,-84.56,262,1,ffc
,,,c03,,,37.8,-97.01,390,7,c03
,,,000955,,,39.2,-125.5,0,7,000955
SPRU,,84501,Trujillo/Martine,,PE,-8.08333333333,-79.1166666667,30,7,845010
KPIB,PIB,,Pine Belt Rgnl,MS,US,31.47,-89.33,91,6,kpib
KLND,LND,72576,Lander,WY,US,42.83,-108.73,1694,6,klnd
,VCI,74640,Vici Profiler,OK,US,36.07,-99.22,648,8,p#n
KTUL,TUL,72356,Tulsa Intl,OK,US,36.21,-95.9,207,3,tul
EPWR,,12424,Wroclaw/Strachow,,PL,51.1,16.8666666667,121,6,124240
KMOX,MOX,,Morris Muni,MN,US,45.5,-95.9,335,7,mrs
,,,ls2,,,47.56,-86.55,183,7,ls2
MYGW,,78061,West End,Grand Bahama,BS,26.7,-78.966,4,7,mygw
KPNS,PNS,72222,Pensacola,FL,US,30.47,-87.2,38,6,kpns
KVCT,VCT,72255,Victoria Rgnl,TX,US,28.86,-96.92,31,6,kvct
,,,000959,,,30.9,-121.5,0,7,000959
CYQD,YQD,71867,The Pas,MB,CA,53.98,-101.1,271,5,cyqd
KRDU,RDU,72306,Raleigh-Durham,NC,US,35.88,-78.78,130,2,723069
KOSH,OSH,,Oshkosh,WI,US,44.01,-88.57,248,6,kosh
KLDM,LDM,,Ludington,MI,US,43.96,-86.41,197,7,kldm
MMTC,TRC,76382,Torreon,,MX,25.53,-103.45,1124,5,mmtc
BIKF,,4018,Keflavik,,IS,63.9833333333,-22.6,54,6,004018
KGSP,GSP,72312,Greenville-Spartanburg,SC,US,34.91,-82.22,287,3,kgsp
,,,000729,,,42.55,-119.66,1719,7,000729
DRRN,,61052,Niamey,,NE,13.4666666667,2.16666666667,227,6,610520
KBOS,BOS,72509,Boston/Logan Intl,MA,US,42.38,-71.03,6,0,kbos
KMEI,MEI,72234,Meridian,MS,US,32.34,-88.75,89,6,kmei
MDST,,78460,Santiago Intl,,DO,19.47,-70.7,184,6,mdst
,,,000290,,,38.51,-123.22,70,7,000290
KSTS,STS,,Santa Rosa,CA,US,38.51,-122.81,39,6,ksts
,,,000751,,,29.21,-99.74,287,7,000751
,,,999040,,,35.17,-79.5,74,7,999040
KENL,ENL,,Centralia,IL,US,38.52,-89.08,163,7,enl
KRDU,RDU,72306,Raleigh-Durham,NC,US,35.88,-78.78,130,2,723065
SLTR,,85154,Trinidad/Jorge H,,BO,-14.8333333333,-64.9166666667,157,6,851540
KCOE,COE,,Coeur d'Alene,ID,US,47.78,-116.82,707,4,kcoe
OERK,,40437,Riyadh/King Khalid,,SA,24.93,46.72,612,6,404370
KUNV,UNV,,State College,PA,US,40.86,-77.83,378,3,kunv
MMZO,ZLO,,Manzanillo Intl,,MX,19.15,-104.57,8,5,mmzo
LFJL,,7093,Metz-Nancy-Lorra,,FR,48.9666666667,6.25,264,7,070930
,,,glry,,,37.07,-121.12,98,7,glry
KFAY,FAY,,Fayetteville Rgnl,NC,US,34.99,-78.88,55,4,kfay
,,,c27,,,38.0,-80.0,881,7,c27
PAOR,ORT,70291,Northway,AK,US,62.97,-141.94,523,6,paor
,,,b#h,,,39.2,-124.0,0,7,b#h
KCIN,CIN,,Carroll,IA,US,42.04,-94.79,379,8,crl
CWQG,WQG,71151,Valcartier,QB,CA,46.91,-71.5,168,8,cwqg
CYMX,YMX,71626,Montreal/Mirabel,QB,CA,45.69,-74.04,82,1,cymx
K6R0,6R0,,Slidell,LA,US,30.33,-89.82,8,8,6ro
KCQV,CQV,,Colville Muni,WA,US,48.55,-117.89,572,7,cqv
CYTH,YTH,71079,Thompson,MB,CA,55.8,-97.87,218,6,cyth
TJSJ,SJU,78526,San Juan Intl,PR,US,18.43,-66.0,21,5,tjsj
KHUF,HUF,72437,Terre Haute,IN,US,39.46,-87.3,179,6,khuf
,,,000737,,,40.47,-81.42,273,7,000737
KFLP,FLP,,Flippin,AR,US,36.29,-92.59,219,7,flp
KAIA,AIA,,Alliance Muni,NE,US,42.05,-102.8,1196,7,725635
,,,999310,,,4.8,-52.4,105,7,999310
YPDN,,94120,Darwin,NT,AU,-12.4,130.87,30,6,941200
KHBR,HBR,,Hobart,OK,US,35.01,-99.05,473,6,khbr
KMTH,MTH,,Marathon,FL,US,24.726,-81.051,2,7,722016
,,,Santo Domingo Este,,DO,18.47,-69.88,14,8,dsd
KPIR,PIR,,Pierre,SD,US,44.39,-100.28,526,3,kpir
,,,c30,,,37.5,-96.0,323,7,c30
,,,000265,,,31.38,-103.51,796,7,000265
,,,3j2,,,31.0,-79.0,0,7,3j2
,,,liso,,,41.1,-72.89,0,7,liso
,,,723070,,,36.82,-72.1,7,7,723070
,,,443850,,,43.2,107.17,914,7,443850
,,,000732,,,41.43,-121.46,1603,7,000732
KBDL,BDL,72508,Windsor Locks,CT,US,41.94,-72.68,60,6,kbdl
KLAF,LAF,,Lafayette/Purdue,IN,US,40.43,-86.93,182,4,klaf
,,,000255,,,46.7,-48.0,0,7,000255
,,,915005,,,5.3,132.2,0,7,915005
SBKP,,83721,Campinas/Viracop,,BR,-23.0,-47.1166666667,661,6,837210
K4HV,4HV,72473,Hanksville,UT,US,38.38,-110.72,1314,7,4hv
TAPA,,78862,Coolidge Airport,,AG,17.12,-61.78,14,6,tapa
PACD,CDB,70316,Cold Bay,AK,US,55.21,-162.72,30,5,pacd
,,,c12,,,33.7,-97.4,343,7,c12
TNCE,,78873,Fdr/Oranjes,,AN,17.4666666667,-62.9666666667,39,7,tnce
,,,000760,,,40.73,-122.94,681,7,000760
CYZX,YZX,71397,Greenwood,NS,CA,44.98,-64.92,28,6,713970
KNKT,NKT,72309,Cherry Pt. MCAS,NC,US,34.86,-76.88,9,3,knkt
KEWR,EWR,72502,Newark Intl,NJ,US,40.71,-74.17,7,2,kewr
SKSP,,80001,San Andres Islan,,CO,12.5666666667,-81.7166666667,-2,6,sksp
KPUC,PUC,72470,Price,UT,US,39.62,-110.75,2091,7,724700
,,,g#5,,,28.4,-98.7,98,7,g#5
KTUL,TUL,72356,Tulsa Intl,OK,US,36.21,-95.9,207,3,ktul
KMHV,MHV,,Mojave,CA,US,35.07,-118.15,849,7,722593
HSYA,,62940,Yambio,,SD,4.56666666667,28.3833333333,649,7,562940
EDDK,,10513,Koln/Bonn,,DE,50.87,7.17,99,6,105130
,WSM,74629,White Sands Profiler,NM,US,32.41,-106.35,1224,8,p#l
,,,c20,,,49.5,-108.0,946,7,c20
WMKK,KUL,48647,Kuala Lumpur,,MY,2.75,101.716666667,22,6,486470
KPVD,PVD,72507,Providence,RI,US,41.73,-71.43,16,3,kpvd
TJMZ,,,Mayaguez/Eugenio,PR,US,18.27,-67.15,9,6,tjmz
PATA,TAL,70178,Tanana,AK,US,65.17,-152.1,67,6,pata
PFYU,FYU,,Fort Yukon,AK,US,66.57,-145.27,131,7,pfyu
TXKF,,78016,Bermuda NAS,,BM,32.37,-64.68,6,1,txkf
CYMO,YMO,71836,Moosonee,ON,CA,51.289,-80.614,10,5,cymo
KTOP,TOP,72456,Topeka/Billard Muni,KS,US,39.08,-95.62,268,3,ktop
,,,000210,,,60.78,-148.72,30,7,000210
,,,bh2,,,44.79,-104.73,1215,7,bh2
,,,999230,,,-14.3,-170.7,3,7,999230
MMSP,SLP,76539,San Luis Potosi,,MX,22.15,-100.98,1903,6,mmsp
,,,000271,,,37.51,-120.04,687,7,000271
CWLO,WLO,71853,Shilo,MB,CA,49.79,-99.65,373,7,cwlo
,,,nck,,,60.03,-151.66,38,7,nck
KHGR,HGR,,Hagerstown,MD,US,39.71,-77.73,224,7,hgr
KABE,ABE,72517,Allentown-Bethlehem,PA,US,40.66,-75.43,114,6,kabe
K87Q,87Q,72390,Punta Piedras,CA,US,35.66,-121.28,11,7,ppb
,,,000364,,,28.71,-95.96,2,7,000364
,,,003957,,,52.25,-6.33,25,7,003957
PAEG,EAA,,Eagle,AK,US,64.78,-141.15,268,7,paeg
,,,915024,,,7.3,168.8,0,7,915024
KGJT,GJT,72476,Grand Junction,CO,US,39.12,-108.53,1475,2,kgjt
KFSI,FSI,72355,Fort Sill,OK,US,34.66,-98.4,362,7,fsi
KATL,ATL,72219,Atlanta Intl,GA,US,33.66,-84.42,296,0,katl
KRAP,RAP,,Rapid City,SD,US,44.056,-103.054,965,2,krap
KTYS,TYS,72326,Knoxville Muni,TN,US,35.81,-83.98,302,4,ktys
KCLT,CLT,72314,Charlotte/Douglas Intl,NC,US,35.21,-80.94,220,4,kclt
TDCF,,78906,Canefield,,DM,15.3333333333,-61.4,5,7,tdcf
KBVY,BVY,,Beverly Muni,MA,US,42.58,-70.92,28,7,kbvy
,,,g#b,,,18.3,-94.2,0,7,g#b
CYQY,YQY,71707,Sydney,NS,CA,46.18,-60.05,62,6,cyqy
,,,999130,,,-7.9,-14.4,86,7,999130
KEET,EET,72230,Alabaster,AL,US,33.1666666667,-86.7666666667,197,8,bmx
KCIU,CIU,,Chippewa,MI,US,46.26,-84.47,244,7,kciu
LRSM,,15010,Satu Mare,,RO,47.7,22.8833333333,124,7,915010
ORMM,,40689,Basrah/Magal,,IQ,30.5666666667,47.6666666667,2,6,406890
KLVM,LVM,,Livingston,MT,US,45.71,-110.43,1418,6,lvm
KPIH,PIH,72578,Pocatello Muni,ID,US,42.93,-112.6,1359,3,kpih
KBVR,BVR,,Beaver Rim,WY,US,42.58,-108.28,2072,9,bvr
KCDS,CDS,,Childress Muni,TX,US,34.4275,-100.284,594,3,kcds
GCLP,,60030,Las Palmas,,ES,27.93,-15.38,25,6,600300
KPAE,PAE,,Everett,WA,US,47.91,-122.28,180,6,kpae
,,,000291,,,38.78,-122.99,83,7,000291
KMLD,MLD,,Malad City,ID,US,42.18,-112.32,1373,6,mld
,,,999240,,,-51.6,-69.3,20,7,999240
KOAK,OAK,72493,Oakland Intl,CA,US,37.7,-122.22,26,1,koak
KFWD,FWD,72249,Fort Worth,TX,US,32.8166666667,-97.2833333333,196,8,fwd
UTSB,BHK,38683,Bukhara,UZ,UZ,39.72,64.62,226,6,bhk
,,,999050,,,48.83,-101.67,508,7,999050
OERY,,40438,Riyadh,,SA,24.72,46.72,612,6,404380
KSEA,SEA,72793,Seattle-Tacoma Intl,WA,US,47.44,-122.31,136,0,ksea
,,,lm2,,,42.67,-87.02,177,7,lm2
,,,000362,,,28.39,-110.29,214,7,000362
KCNU,CNU,,Chanute,KS,US,37.68,-95.48,297,6,kcnu
,,,000707,,,32.07,-82.9,66,7,000707
KAUS,AUS,72254,Austin/Bergstrom Intl,TX,US,30.183,-97.68,166,3,kaus
KOKC,OKC,72353,Oklahoma City/Will Rogers,OK,US,35.41,-97.6,390,2,kokc
KBUF,BUF,72528,Buffalo Intl,NY,US,42.94,-78.73,211,0,kbuf
CYSM,YSM,71934,Fort Smith,NT,CA,60.01,-112.0,203,5,cysm
KOUN,OUN,72357,Norman,OK,US,35.246,-97.472,357,3,oun
SKPE,,80210,Pereira/Matecana,,CO,4.81666666667,-75.7333333333,1346,7,skpe
KABI,ABI,72266,Abilene,TX,US,32.43,-99.68,548,4,kabi
KSGF,SGF,72440,Springfield Muni,MO,US,37.23,-93.4,390,5,ksgf
KALW,ALW,72788,Walla Walla Regnl,WA,US,46.09,-118.29,363,6,kalw
WSAT,,48687,Singapore/Tengah,,SG,1.36666666667,103.716666667,12,7,486870
MMGM,GYM,,Guaymas Intl,,MX,27.97,-110.93,20,5,mmgm
,,,000721,,,41.65,-70.52,40,7,000721
,,,000311,,,38.5,-129.0,0,7,000311
KP38,P38,72487,Caliente,NV,US,37.62,-114.52,1333,8,kp38
KHMN,HMN,74732,Holloman AFB,NM,US,32.86,-106.1,1248,4,hmn
,,,gmx1,,,29.2,-87.25,0,7,gmx1
DIAP,,65578,Abidjan/Port Bou,,CI,5.25,-3.91666666667,8,6,655780
SBAA,,82861,Conceicao Aragua,,BR,-8.35,-49.3,199,7,828610
,,,000757,,,47.76,-120.65,591,7,000757
,,,829750,,,-9.07,-44.37,332,7,829750
,,,000720,,,34.61,-79.06,38,7,000720
CYQB,YQB,71714,Quebec,QB,CA,46.8,-71.4,73,2,717140
LSMP,,6610,Payerne,,CH,46.8166666667,6.91666666667,491,7,006610
MGPB,,78637,Puerto Barrios,,GT,15.7166666667,-88.5833333333,10,6,mgpb
,,,col1,,,45.68,-121.27,61,7,col1
,,,000351,,,35.97,-118.54,1785,7,000351
KTXK,TXK,,Texarkana Muni,AR,US,33.46,-94.0,111,6,ktxk
KLAS,LAS,72386,Las Vegas/McCarran,NV,US,36.09,-115.17,636,2,klas
CYWO,YWO,71496,Lupin,NU,CA,65.77,-111.25,494,6,cywo
KU24,U24,72479,Delta,UT,US,39.34,-112.59,1414,7,u24
,,,999090,,,-27.33,-59.5,53,7,999090
KMYR,MYR,74791,Myrtle Beach AFB,SC,US,33.69,-78.93,8,6,kmyr
KCHS,CHS,72208,Charleston AFB,SC,US,32.91,-80.03,13,1,kchs
,,,b#1,,,34.9,-73.0,0,7,b#1
KSNY,SNY,72561,Sidney Muni,NE,US,41.11,-102.98,1307,6,sny
,,,999350,,,44.1,-103.1,1000,7,999350
,,17062,Istanbul/Goztepe,,TR,40.9666666667,29.0833333333,33,8,170620
CYDF,YDF,71809,Deer Lake,NF,CA,49.23,-57.4,22,6,cydf
KBLH,BLH,,Blythe,CA,US,33.62,-114.72,119,6,kblh
,,,098009,,,38.33,-96.19,453,7,098009
KLOZ,LOZ,72329,London,KY,US,37.09,-84.04,362,6,kloz
MHTE,,78706,Tela,,HN,15.7833333333,-87.4833333333,3,6,mhte
KBJI,BJI,72755,Bemidji Muni,MN,US,47.51,-94.93,420,6,kbji
PAUM,UMT,70162,Umiat,AK,US,69.37,-152.13,104,7,paum
KDPG,DPG,74003,Dugway Proving Ground,UT,US,40.21,-112.93,1326,3,dpg
,,,s#9,,,28.5,-92.3,0,7,s#9
KCKL,CKL,,Centreville,AL,US,32.91,-87.25,140,8,kckl
K92Q,92Q,,Bodega Bay,CA,US,38.32,-123.07,12,8,bod
,LTH,74551,Lathrop Profiler,MO,US,39.58,-94.19,297,8,p#i
KEAT,EAT,,Wenatchee,WA,US,47.41,-120.2,377,6,keat
,,,g#3,,,27.7,-102.5,1247,7,g#3
KEKO,EKO,,Elko,NV,US,40.84,-115.78,1547,3,keko
KLNK,LNK,72551,Lincoln Muni,NE,US,40.86,-96.75,364,3,klnk
MMTO,TLC,,Toluca/Jose Maria,,MX,19.35,-99.57,2576,6,mmto
,,,ls1,,,48.06,-87.78,183,7,ls1
,,,999120,,,61.2,-149.8,65,7,999120
KBED,BED,74490,Bedford/Laurence G Hanscom,MA,US,42.47,-71.29,50,2,kbed
KBFM,BFM,,Mobile/Downtown,AL,US,30.63,-88.07,8,3,722235
RPLL,,98429,Ninoy Aquino Int,,PH,14.5166666667,121.0,21,6,984290
,,,000257,,,42.75,-86.1,210,7,000257
KDFW,DFW,72259,Dallas/Ft Worth,TX,US,32.91,-97.03,174,0,kdfw
MYNN,,78073,Nassau Intl,,BS,25.05,-77.47,3,3,mynn
MUGM,,78367,Guantanamo Bay,CU,CU,19.906,-75.207,17,6,mugm
CYZF,YZF,71936,Yellow Knife,NT,CA,62.51,-114.5,206,6,cyzf
,,,915025,,,5.9,169.6,0,7,915025
KAJO,AJO,,Corona,CA,US,33.898,-117.602,163,8,ajo
,,,b#s,,,36.6,-74.8,0,7,b#s
KLAR,LAR,,Laramie,WY,US,41.33,-105.68,2216,6,klar
KITH,ITH,,Ithaca,NY,US,42.48,-76.47,335,6,kith
CYXH,YXH,71872,Medicine Hat,AB,CA,50.03,-110.72,716,6,cyxh
MPTO,,78792,Tocumen,,PA,9.05,-79.3666666667,45,6,mpto
KLGA,LGA,72503,New York/La Guardia,NY,US,40.78,-73.88,11,1,klga
,,,ils,,,28.88,-118.3,6,7,ils
KPLB,PLB,,Plattsburgh,NY,US,44.6833333333,-73.5333333333,106,6,plb
KMLT,MLT,,Millinocket,ME,US,45.66,-68.68,123,6,kmlt
,,,999400,,,34.95,69.27,1491,7,999400
EQCB,,99903,Kandahar,,AF,31.5166666667,65.8666666667,1010,7,999030
KGYY,GYY,,Gary,IN,US,41.62,-87.42,180,4,kgyy
KPDK,PDK,,Atlanta/Dekalb-Peachtree,GA,US,33.88,-84.3,302,7,kpdk
,,,999340,,,32.2,-110.9,824,7,999340
PAUN,UNK,70207,Unalakleet,AK,US,63.89,-160.81,6,6,paun
TISX,,78547,Christiansted/Alexander,,VI,17.7,-64.8,19,6,tisx
CYYQ,YYQ,71913,Churchill,MB,CA,58.73,-94.07,29,5,cyyq
KGTB,GTB,74370,Fort Drum,NY,US,44.05,-75.74,207,6,gtb
,,,000940,,,39.3,-72.0,0,7,000940
PACZ,CZF,70212,Cape Romanzoff,AK,US,61.79,-166.04,146,6,pacz
KDDC,DDC,72451,Dodge City,KS,US,37.78,-99.97,789,0,kddc
PHNA,NAX,,Barbers Pt NAS,HI,US,21.3166666667,-158.066666667,15,8,phna
,,,000366,,,24.7,-80.51,1,7,000366
,,,maz,,,18.17,-67.15,0,7,maz
,,,000268,,,31.18,-99.32,546,7,000268
KORE,ORE,,Orange,MA,US,42.58,-72.28,164,7,kore
KPOU,POU,,Poughkeepsie,NY,US,41.64,-73.88,46,4,kpou
,,,u#2,,,70.97,-178.53,3,7,u#2
KOTM,OTM,,Ottumwa,IA,US,41.11,-92.45,256,6,kotm
,,,b#9,,,27.0,-96.5,0,7,b#9
KLGU,LGU,,Logan-Cache,UT,US,41.79,-111.85,1355,6,klgu
,,,000233,,,35.33,-77.6,29,7,000233
,,,bh4,,,43.35,-104.69,1340,7,bh4
KSGU,SGU,,Saint George,UT,US,37.09,-113.6,896,6,ksgu
EHAM,,6240,Amsterdam/Schiphol,,NL,52.3166666667,4.78333333333,9,6,062400
RJTT,,47671,Tokyo Intl,,JP,35.55,139.78,8,6,476710
KLZK,LZK,72340,North Little Rock,AR,US,34.84,-92.25,173,8,klzk
,,,431500,,,17.72,83.3,66,7,431500
,,,a#9,,,52.0,-162.0,0,7,a#9
KPUB,PUB,72464,Pueblo,CO,US,38.29,-104.52,1420,3,kpub
,,,000363,,,26.57,-98.82,98,7,000363
,,,000714,,,33.62,-103.02,1204,7,000714
,,,000853,,,45.56,-67.43,134,7,000853
OAJL,,40954,Jalalabad,,AF,34.4166666667,70.4666666667,580,7,409540
KMDT,MDT,,Harrisburg-Middletown,PA,US,40.21,-76.77,95,6,kmdt
MSLP,,78666,El Salvador Intl,,SV,13.4333333333,-89.05,25,5,mslp
KMSO,MSO,72773,Missoula,MT,US,46.93,-114.08,975,3,kmso
,,,lh1,,,45.35,-82.84,177,7,lh1
SAAR,,87480,Rosario Airport,,AR,-32.9166666667,-60.7666666667,25,6,874800
KNTD,NTD,72391,Pt. Mugu NAS,CA,US,34.12,-119.12,4,6,ntd
,,,000212,,,36.2,-81.65,960,7,000212
,,,c06,,,37.9,-95.2,337,7,c06
KGRI,GRI,72552,Grand Island,NE,US,40.98,-98.32,561,6,kgri
,,10866,Munich-Riem Eddm,,DE,48.1166666667,11.6833333333,529,7,108660
MKJP,,78397,Kingston,,JM,17.93,-76.78,3,5,mkjp
KTCC,TCC,,Tucumcari,NM,US,35.19,-103.6,1235,6,ktcc
PAHO,HOM,70341,Homer Muni,AK,US,59.64,-151.5,28,6,paho
KRSL,RSL,,Russell Muni,KS,US,38.87,-98.81,567,6,krsl
,,,sww,,,56.97,-126.95,1463,8,sww
KANB,ANB,,Anniston,AL,US,33.59,-85.85,183,6,kanb
KCTY,CTY,72212,Cross City,FL,US,29.62,-83.1,13,6,cty
KADM,ADM,,Ardmore,OK,US,34.303,-97.02,232,4,adm
CYBU,YBU,71130,Nipawin,SK,CA,53.34,-104.0,374,7,cybu
,BLM,74662,Bloomfield Profiler,MO,US,36.88,-89.97,130,8,p#r
KCGX,CGX,,Chicago/Meigs,IL,US,41.88,-87.62,181,7,kcgx
KMMU,MMU,,Morristown Muni,NJ,US,40.799,-74.415,57,7,kmmu
KDEN,DEN,72565,Denver Intl,CO,US,39.8466,-104.656,1640,0,kden
KHIO,HIO,,Hillsboro,OR,US,45.54,-122.95,68,6,khio
MUVT,,78357,Las Tumas,,CU,20.95,-76.95,106,7,muvt
KHYS,HYS,,Hays,KS,US,38.86,-99.27,609,4,khys
,,13275,Beograd Kosutnja,,CS,44.7833333333,20.5333333333,243,7,132750
,,,915007,,,10.0,139.8,0,7,915007
PANT,ANN,70398,Annette Island,AK,US,55.04,-131.57,36,5,pant
KPNE,PNE,,N Philadelphia,PA,US,40.09,-75.02,28,4,kpne
MPCH,,,Captain Manuel N,,PA,9.45,-82.5166666667,6,7,mpch
KMLI,MLI,72544,Moline/Quad City,IL,US,41.46,-90.52,184,6,kmli
TJBQ,,78514,Aguadilla/Borinquen,PR,US,18.5,-67.13,72,6,tjbq
KGCC,GCC,72665,Gillette,WY,US,44.36,-105.53,1320,6,kgcc
KSHR,SHR,72666,Sheridan Co.,WY,US,44.78,-106.97,1202,1,kshr
,,,000346,,,39.15,-122.15,7,7,000346
SPIM,,84628,Lima/Jorge Chave,,PE,-12.0166666667,-77.1166666667,13,6,846280
KSVE,SVE,72584,Susanville,CA,US,40.39,-120.57,1263,7,ksve
,,,pmh,,,38.83,-82.8,186,7,pmh
,,,East Cleveland,OH,US,41.5,-81.6,213,8,cle
,,,c34,,,35.5,-97.0,305,7,c34
,,,000957,,,33.3,-125.0,0,7,000957
RPLC,,98327,Angeles/Pampanga,,PH,15.1666666667,120.583333333,196,7,983270
KBTR,BTR,,Baton Rouge,LA,US,30.54,-91.15,21,4,kbtr
MMCV,CVM,76491,Cuidad Victoria,,MX,23.72,-98.97,238,6,cvm
,,76256,Empalme,,MX,27.95,-110.766666667,12,8,emp
KFAM,FAM,,Farmington Rgnl,MO,US,37.76,-90.43,288,6,kfam
KAGR,AGR,74796,Avon Park,FL,US,27.65,-81.3333333333,20,8,agr
K4BQ,4BQ,72667,Broadus,MT,US,45.44,-105.4,922,9,4bq
KBTL,BTL,,Battle Creek,MI,US,42.3,-85.25,290,6,kbtl
KE28,E28,74733,White Sands Space Harbor,NM,US,32.94,-106.41,1192,8,e28
PABA,BTI,70086,Barter Island,AK,US,70.14,-143.59,2,7,paba
,,,000740,,,39.58,-79.34,894,7,000740
KAOO,AOO,,Altoona,PA,US,40.3,-78.32,455,6,kaoo
CWMW,WMW,71722,Maniwaki,QB,CA,46.39,-75.96,170,8,cwmw
,,,s#4,,,29.5,-123.0,0,7,s#4
KYKM,YKM,72781,Yakima,WA,US,46.56,-120.53,324,3,kykm
KMTJ,MTJ,,Montrose,CO,US,38.51,-107.88,1750,6,kmtj
KTYR,TYR,,Tyler,TX,US,32.35,-95.4,165,4,ktyr
PTTP,,91348,Wso Pohnpei,,FM,6.95,158.25,2,5,913480
MMCL,CUL,76412,Culiacan,,MX,24.82,-107.4,39,6,mmcl
,NDS,74542,Neodesha Profiler,KS,US,37.38,-95.63,255,8,p#f
KLTS,LTS,72352,Altus AFB,OK,US,34.68,-99.27,420,6,723526
,,,000727,,,44.03,-90.08,287,7,000727
,,76805,Acapulco/Las Playas,,MX,16.8333333333,-99.9333333333,3,8,768050
