icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
UIKK,,30230,Kirensk,,RU,57.77,108.12,258,2,UIKK
KUIL,UIL,72797,Quillayute,WA,US,47.96,-124.55,54,2,UIL
UINN,,29698,Nizhneudinsk,,RU,54.88,99.03,410,2,UINN
UKKK,IEV,33345,Kiev,,UA,50.40,30.45,167,2,UKKK
UKLL,LWO,33393,Lviv,,UA,49.82,23.95,325,2,UKLL
UKOO,ODS,33837,Odesa,,UA,46.43,30.77,43,2,UKOO
ULLI,LED,26063,St. Petersburg,,RU,59.97,30.30,4,2,ULLI
ULMM,MMK,22113,Murmansk,,RU,68.97,33.05,51,2,ULMM
ULOL,VLU,26477,Velikiye Luki,,RU,56.38,30.60,98,2,ULOL
ULTT,,26038,Tallin,,RU,59.45,24.80,44,2,ULTT
UNNN,,29634,Novosibirsk,,RU,55.03,82.90,176,2,UNNN
URRR,ROV,34731,Rostov-Na-Donu,,RU,47.25,39.82,77,2,URRR
USHH,HMA,23933,Khanty-Mansiysk,,RU,60.97,69.07,40,2,USHH
UUOO,VOZ,34122,Voronez,,RU,51.67,39.27,104,2,UUOO
UWPP,PEZ,27962,Penza,,RU,53.13,45.02,174,2,UWPP
VAAH,AMD,42647,Ahmedabad,,IN,23.07,72.63,55,2,VAAH
VABB,BOM,43003,Mumbai,,IN,19.12,72.85,14,2,VABB
VANP,NAG,42867,Nagpur,,IN,21.10,79.05,310,2,VANP
VEAT,IXA,42724,Agartala,,IN,23.88,91.25,16,2,VEAT
VEBS,BBI,42971,Bhubaneswar,,IN,20.25,85.83,46,2,VEBS
VECC,CCU,42809,Kolkata,,IN,22.65,88.45,6,2,VECC
VEGT,GAU,42410,Guwahati,,IN,26.10,91.58,54,2,VEGT
VEPB,,43333,Port Blair,,IN,11.67,92.72,79,2,VEPB
VERC,IXR,42701,Ranchi,,IN,23.32,85.32,652,2,VERC
VIDD,,42182,New Delhi,,IN,28.58,77.20,216,2,VIDD
VIGR,GWL,42361,Gwalior,,IN,26.23,78.25,207,2,VIGR
VIJO,JDH,42339,Jodhpur,,IN,26.30,73.02,224,2,VIJO
VILK,LKO,42369,Lucknow,,IN,26.75,80.88,128,2,VILK
VOHY,BPM,43128,Hyderabad,,IN,17.45,78.47,545,2,VOHY
VOMM,MAA,43279,Madras,,IN,13.00,80.18,16,2,VOMM
VVDN,DAD,48855,Da Nang,,VN,16.03,108.18,7,2,VVDN
VVTS,SGN,48900,Ho Chi Minh City,,VN,10.82,106.67,19,2,VVTS
WAAA,UPG,97180,Makassar,,ID,-5.07,119.55,14,2,WAAA
WABB,BIK,97560,Biak,,ID,-1.18,136.12,11,2,WABB
WAKK,MKQ,97980,Merauke,,ID,-8.47,140.38,3,2,WAKK
KWAL,WAL,72402,Wallops Island,VA,US,37.94,-75.47,14,2,WAL
WAML,,97072,Palu,,ID,-0.68,119.73,6,2,WAML
WAMM,MDC,97014,Menado,,ID,1.53,124.92,80,2,WAMM
WAPP,AMQ,97724,Ambon,,ID,-3.70,128.08,12,2,WAPP
WBGB,BTU,96441,Bintulu,,MY,3.20,113.03,5,2,WBGB
WBGG,KCH,96413,Kuching,,MY,1.48,110.33,27,2,WBGG
WBKW,TWU,96481,Tawau,,MY,4.27,117.88,20,2,WBKW
WIII,CGK,96749,Jakarta,,ID,-6.12,106.65,8,2,WIII
WIKK,PGK,96237,Pangkal Pinang,,ID,-2.17,106.13,33,2,WIKK
WIMG,PDG,96163,Padang,,ID,-0.88,100.35,3,2,WIMG
WIMM,KNO,96035,Medan,,ID,3.57,98.68,25,2,WIMM
WION,NTX,96147,Natuna,,ID,3.95,108.38,2,2,WION
WMKC,KBR,48615,Kota Bharu,,MY,6.17,102.28,5,2,WMKC
WMKD,KUA,48657,Kuantan,,MY,3.78,103.22,16,2,WMKD
WMKP,PEN,48601,George Town,,MY,5.30,100.27,4,2,WMKP
CWPL,WPL,71845,Pickle Lake,ON,CA,51.48,-90.2,373,2,WPL
WRKK,,97372,Kupang,,ID,-10.17,123.67,108,2,WRKK
WRSJ,,96935,Surabaya,,ID,-7.37,112.77,3,2,WRSJ
CWSE,WSE,71119,Edmonton,AB,CA,53.5333333333,-114.083333333,766,2,WSE
WSSS,SIN,48698,Singapore,,SG,1.37,103.98,16,2,WSSS
KXMR,XMR,74794,Cocoa Beach,FL,US,28.468,-80.567,3,2,XMR
CYAH,YAH,71823,La Grande Iv,QB,CA,53.76,-73.67,306,2,YAH
YBBN,BNE,94578,Brisbane,,AU,-27.38,153.10,5,2,YBBN
YBCV,CTL,94510,Charleville,,AU,-26.40,146.27,304,2,YBCV
CYBK,YBK,71926,Baker Lake,NU,CA,64.3,-96.0,18,2,YBK
YBMA,ISA,94332,Mount Isa,,AU,-20.67,139.48,344,2,YBMA
YBRK,ROK,94374,Rockhampton,,AU,-23.38,150.47,14,2,YBRK
YBRM,BME,94203,Broome,,AU,-17.95,122.22,9,2,YBRM
YBTL,TSV,94294,Townsville,,AU,-19.25,146.75,6,2,YBTL
CYCB,YCB,71925,Cambridge Bay,NU,CA,69.1,-105.1,27,2,YCB
YDGV,,94150,Nhulunbuy,,AU,-12.27,136.82,54,2,YDGV
CYEV,YEV,71957,Inuvik,NT,CA,68.3,-133.5,68,2,YEV
CYJT,YJT,71815,Stephenville,NF,CA,48.54,-58.55,26,2,YJT
CYLW,YLW,71203,Kelowna,BC,CA,49.97,-119.39,430,2,YLW
YMHB,HBA,94975,Hobart,,AU,-42.83,147.48,27,2,YMHB
YMML,MEL,94866,Melbourne,,AU,-37.67,144.83,141,2,YMML
YMMQ,,94998,Macquarie Island,,AU,-54.48,158.93,6,2,YMMQ
CYMO,YMO,71836,Moosonee,ON,CA,51.289,-80.614,10,2,YMO
YPAD,ADL,94672,Adelaide,,AU,-34.93,138.52,4,2,YPAD
YPCC,CCK,96996,Cocos Island,,CC,-12.18,96.82,3,2,YPCC
YPDN,DRW,94120,Darwin,,AU,-12.40,130.87,30,2,YPDN
YPLM,LEA,94302,Exmouth,,AU,-22.23,114.08,6,2,YPLM
YPMR,,94430,Meekatharra,,AU,-26.60,118.53,518,2,YPMR
YPPD,PHE,94312,Port Hedland,,AU,-20.37,118.62,6,2,YPPD
YPPH,PER,94610,Perth,,AU,-31.93,115.95,29,2,YPPH
YPWR,UMR,94659,Woomera,,AU,-31.13,136.82,167,2,YPWR
CYQD,YQD,71867,The Pas,MB,CA,53.98,-101.1,271,2,YQD
CYRB,YRB,71924,Resolute,NU,CA,74.72,-94.95,67,2,YRB
CYSM,YSM,71934,Fort Smith,NT,CA,60.01,-112.0,203,2,YSM
YSNF,NLK,94996,Norfolk Island,,AU,-29.03,167.93,109,2,YSNF
YSWM,,94776,Williamtown,,AU,-32.78,151.82,8,2,YSWM
CYUX,,71081,Hall Beach,NU,CA,68.79,-81.25,8,2,YUK
CYVP,YVP,71906,Kuujjuaq,QB,CA,58.11,-68.42,60,2,YVP
CYVQ,YVQ,71043,Norman Wells,NT,CA,65.28,-126.8,74,2,YVQ
CYXY,YXY,71964,Whitehorse,YK,CA,60.73,-135.07,703,2,YXY
CYYE,YYE,71945,Fort Nelson,BC,CA,58.84,-122.6,382,2,YYE
CYYQ,YYQ,71913,Churchill,MB,CA,58.73,-94.07,29,2,YYQ
CYYR,YYR,71816,Goose Bay,NF,CA,53.33,-60.42,49,2,YYR
CYZS,YZS,71915,Coral Harbour,NU,CA,64.2,-83.37,64,2,YZS
CYZT,YZT,71109,Port Hardy,BC,CA,50.69,-127.37,22,2,YZT
CYZV,YZV,71811,Sept Iles,QB,CA,50.23,-66.27,55,2,YZV
ZBAA,PEK,54511,Beijing,,CN,39.93,116.28,55,2,ZBAA
ZBHH,HET,53463,Hohhot,,CN,40.82,111.68,1065,2,ZBHH
ZBYN,TYN,53772,Taiyuan,,CN,37.78,112.55,779,2,ZBYN
ZGCS,,57679,Changsha,,CN,28.20,113.08,46,2,ZGCS
ZGHK,,59758,Haikou,,CN,20.03,110.35,15,2,ZGHK
ZGKL,KWL,57957,Guilin,,CN,25.33,110.30,166,2,ZGKL
ZGNN,NNG,59431,Nanning,,CN,22.82,108.35,73,2,ZGNN
ZGOW,SWA,59316,Shantou,,CN,23.40,116.68,3,2,ZGOW
ZHCC,CGO,57083,Zhengzhou,,CN,34.72,113.65,111,2,ZHCC
ZHHH,WUH,57494,Wuhan,,CN,30.62,114.13,23,2,ZHHH
ZLIC,INC,53614,Yinchuan,,CN,38.48,106.22,1112,2,ZLIC
ZLJQ,JGN,52533,Jiuquan,,CN,39.77,98.48,1478,2,ZLJQ
ZLXN,XNN,52866,Xining,,CN,36.62,101.77,2262,2,ZLXN
ZLYA,ENY,53845,Yan An,,CN,36.60,109.50,959,2,ZLYA
ZPPP,KMG,56778,Kunming,,CN,25.02,102.68,1892,2,ZPPP
ZSCN,KHN,58606,Nanchang,,CN,28.60,115.92,50,2,ZSCN
ZSFZ,FOC,58847,Fuzhou,,CN,26.08,119.28,85,2,ZSFZ
ZSGZ,KOW,57993,Ganzhou,,CN,25.85,114.95,125,2,ZSGZ
ZSHC,HGH,58457,Hangzhou,,CN,30.23,120.17,43,2,ZSHC
ZSNJ,NKG,58238,Nanjing,,CN,32.00,118.80,12,2,ZSNJ
ZSQD,TAO,54857,Qingdao,,CN,36.07,120.33,77,2,ZSQD
ZUCK,CKG,57516,Chongqing,,CN,29.52,106.48,351,2,ZUCK
ZUGY,KWE,57816,Guiyang,,CN,26.58,106.72,1074,2,ZUGY
ZULS,LXA,55591,Lhasa,,CN,29.67,91.13,3650,2,ZULS
ZWHM,HMI,52203,Hami,,CN,42.82,93.52,739,2,ZWHM
ZWSH,KHG,51709,Kashi,,CN,39.47,75.98,1291,2,ZWSH
ZWTN,HTN,51828,Hotan,,CN,37.13,79.93,1375,2,ZWTN
ZWYN,YIN,51431,Yining,,CN,43.95,81.33,663,2,ZWYN
CZXS,,71908,Prince George,BC,CA,53.90,-122.80,601,2,ZXS
ZYCC,CGQ,54161,Changchun,,CN,43.90,125.22,238,2,ZYCC
ZYTL,DLC,54662,Dalian,,CN,38.90,121.63,97,2,ZYTL
ZYYY,,54342,Shenyang,,CN,41.77,123.43,43,2,ZYYY
LOWI,,11120,Innsbruck,,AT,47.27,11.35,581,2,LOWI
