FILENAME      CAT     MLMIXR  ML CAPE ML CIN MLCL(MAGL) 0-1SRH 0-6KT   STPC   500 T (C) 500DIR 7-5 LR 0-3(KT) 0-9(KT) 0-3 KM SRH (M2/S2)

00072004.GLD	1	12.8	1625	-153	1450	69	50.3	0.2	-8.9	286	8.4	26.3	57.9	113

00071823.SUS	1	17.9	2488	-23	946	101	35.0	1.5	-7.4	262	6.2	32.7	35.7	194

00071023.GGW	1	11.5	1838	-22	1490	19	53.5	0.2	-11.1	239	6.6	29.9	73.1	81

00070823.RPD	1	18.8	4320	-44	798	124	39.2	3.5	-8.3	282	6.7	21.3	43.9	183

00070802.LJF	1	19.5	4388	-7	680	348	43.9	11.2	-9.0	258	8.4	34.1	50.6	438

00070600.OVE	1	7.4	115	-46	1571	14	34.5	0.0	-17.8	243	7.0	10.2	60.4	40

00070400.MCK	1	14.2	1661	-19	1452	131	41.3	0.8	-6.2	236	6.6	26.2	46.5	200

00070222.RYV	1	15.9	2122	-22	737	96	36.0	1.2	-9.2	288	5.9	30.2	35.4	223

00062923.GLD	1	11.9	2724	-35	2040	95	44.6	0.0	-10.0	295	8.8	34.1	62.4	180

00062522.AMA	1	13.7	3217	-9	2155	26	36.2	0.0	-6.9	271	8.3	18.7	36.3	97

00062501.HAO	1	13.1	422	-35	1552	152	35.2	0.2	-7.7	249	5.7	29.2	32.5	226

00062019.MTO	1	15.3	938	-10	830	185	29.7	0.9	-7.9	246	6.3	38.8	17.7	268

00062001.HSI	1	14.0	1763	-84	1164	234	40.3	1.8	-8.2	248	7.0	27.7	49.5	343

00061621.IPT	1	16.3	2224	-6	898	126	25.2	1.2	-7.2	258	5.6	34.7	21.7	251

00061323.PRT	1	14.6	3313	-86	1730	52	37.5	0.2	-7.5	265	8.2	21.9	60.1	117

00061321.RDK	1	17.0	3477	-23	902	260	35.7	5.4	-9.8	237	7.9	30.5	30.4	304

00061300.LBF	1	10.3	2216	-34	2374	46	34.8	0.0	-10.3	241	8.4	19.0	34.1	135

00061300.GFK	1	11.1	1031	-80	1371	163	45.4	0.6	-13.5	239	7.2	30.8	40.7	248

03031919.CSV	1	9.7	329	-12	552	167	68.4	0.6	-16.4	213	7.0	45.4	103.6	306

03031917.CSV	1	9.6	129	-21	493	196	62.6	0.3	-16.0	222	6.7	61.8	100.8	422

03031915.HSV	1	10.9	546	0	538	221	80.9	1.2	-16.0	224	6.4	51.0	103.8	393

03031800.FSI	1	11.0	983	-10	789	157	47.9	1.2	-17.1	242	7.4	21.2	84.6	148

03031722.SPS	1	10.7	981	-38	1183	127	34.3	0.6	-15.4	236	7.3	19.3	95.8	139

03031721.HBR	1	10.6	1028	-46	917	133	27.4	0.6	-15.9	217	7.1	22.3	90.0	154

01062101.DEN	1	8.5	516	-90	1464	2	57.2	0.0	-10.9	293	7.2	41.8	50.9	136

01061403.DDC	1	14.7	4480	-83	1698	161	58.3	1.7	-11.1	234	9.3	30.0	58.2	280

01061323.PQN	1	15.8	3695	-5	1047	117	31.9	2.2	-10.3	212	8.0	28.2	46.4	193

01061000.MBS	1	8.3	401	-7	1604	78	43.1	0.1	-16.3	312	6.3	19.1	70.0	124

01060923.BIS	1	13.0	2950	-51	1333	25	50.8	0.4	-12.4	272	7.7	30.4	52.9	158

01060521.P28	1	15.5	2749	-10	880	99	38.9	1.8	-11.4	241	8.1	28.3	45.3	182

01060521.CDS	1	15.0	3410	-11	1645	9	34.8	0.1	-9.6	266	8.0	23.5	28.9	110

01060421.LIC	1	8.2	167	-117	1162	92	45.0	0.1	-12.6	233	7.5	32.1	65.5	170

01060402.WLD	1	15.9	3250	-135	778	339	39.0	3.1	-9.4	254	8.1	35.7	49.4	535

01060121.MXO	1	8.9	416	-12	968	81	51.7	0.3	-17.7	275	6.4	33.3	51.6	153

01053000.CDS	1	13.5	2478	-201	1327	184	58.9	0.0	-9.9	240	8.4	43.6	59.7	269

01052423.JCT	1	11.1	2121	-41	2081	21	42.8	0.0	-12.9	298	8.3	34.2	39.7	254

01052423.BHM	1	10.8	1036	-32	1179	118	47.3	0.8	-14.7	258	6.9	44.8	49.5	280

01051022.OLZ	1	11.3	1843	-33	1200	61	42.2	0.6	-15.7	256	7.4	31.2	46.0	179

01050823.CNK	1	8.0	560	-40	1902	58	51.8	0.0	-16.7	317	7.3	21.6	51.7	171

01050621.ILE	1	16.4	3719	-9	838	53	30.9	1.0	-13.1	261	7.0	24.3	54.4	118

01050621.1F0	1	14.4	2826	-1	776	124	27.7	1.6	-13.9	256	6.8	24.7	55.3	157

01050602.COT	1	16.2	2790	-11	863	180	42.4	3.6	-10.7	247	7.2	33.3	76.0	223

01050601.HBR	1	10.8	1071	-47	991	113	60.9	1.2	-14.6	218	6.8	35.4	66.2	149

01050600.WLD	1	10.9	813	-3	986	94	45.9	0.6	-13.4	211	6.5	34.0	50.5	174

01050521.ACT	1	14.9	2393	-3	716	65	41.0	1.1	-11.6	229	6.7	21.6	53.3	125

01050422.FNB	1	13.2	1315	-10	654	80	33.2	0.6	-12.0	205	5.5	25.5	43.0	144

01050412.SPS	1	13.3	1511	-11	818	233	45.0	2.6	-11.2	211	5.9	37.5	53.7	290

01050223.CDS	1	12.5	3652	-132	1895	166	31.7	0.2	-13.0	217	9.2	26.5	37.9	210

01050123.RPD	1	11.7	2374	-31	1338	213	46.8	2.6	-14.3	249	7.2	38.7	54.2	348

01050123.RGK	1	12.1	2710	-41	1464	239	44.1	2.6	-14.6	250	7.7	37.9	54.3	370

01050100.TQE	1	9.6	1164	-13	1373	125	29.7	0.5	-16.8	267	7.6	24.5	30.9	158

01050100.BGD	1	8.6	1497	-7	2135	23	54.7	0.0	-14.0	327	8.0	22.4	64.0	136

01042300.OAX	1	11.5	527	-10	586	257	62.9	1.4	-12.4	193	5.9	51.0	62.5	288

03060800.ECG	1	15.9	456	-52	671	256	26.7	0.5	-5.9	244	4.7	33.3	37.0	264

03060500.CVS	1	8.5	804	-116	2160	108	56.7	0.0	-9.7	295	8.0	53.0	55.1	313

03060422.TCC	1	10.6	1847	-48	1858	84	47.9	0.2	-10.4	290	8.6	41.0	53.3	227

03060103.BFF	1	11.3	1434	-103	1288	72	46.7	0.4	-9.1	291	7.2	22.6	47.7	113

03052820.PIA	1	11.7	1566	-31	860	135	36.1	1.3	-16.6	318	7.2	30.1	54.2	203

03052323.V#L	1	10.7	657	-22	998	134	47.6	0.7	-13.2	312	7.1	36.4	63.1	269

03051401.TXK	1	13.6	1354	-97	1023	210	48.8	1.5	-11.3	301	7.8	39.5	74.4	571

03051323.C04	1	12.3	338	-272	641	212	57.3	0.0	-12.4	299	8.0	32.1	67.8	353

03050920.FVX	1	13.5	1153	-108	1077	253	59.2	1.6	-11.6	288	7.8	44.4	56.6	335

03050918.CHO	1	15.0	1961	-22	782	298	58.7	5.7	-11.4	296	7.3	46.4	63.9	473

03050800.ABI	1	11.7	1368	-77	2113	150	68.5	0.0	-6.9	244	6.8	41.7	79.4	428

03050721.ANB	1	14.0	798	-104	694	354	51.0	1.5	-9.4	268	6.5	39.0	46.7	422

03050719.BMX	1	15.8	2069	-6	591	233	43.2	3.5	-10.7	274	6.8	31.7	48.0	302

03050700.FAM	1	13.4	2397	-56	1026	270	72.9	6.1	-14.5	269	7.6	38.6	77.4	402

03050518.MKL	1	15.9	2561	0	610	165	70.0	4.2	-11.5	253	7.0	46.3	90.9	195

03050423.C35	1	15.5	2257	-12	619	309	68.9	7.0	-11.1	234	7.3	35.2	111.6	297

03050421.ADM	1	16.6	3573	-3	898	108	77.1	3.9	-8.7	238	6.2	51.9	109.7	213

03050320.BFF	1	7.9	1569	-35	1574	91	55.3	0.6	-17.6	237	9.1	30.0	121.3	150

03050121.TUL	1	15.3	4038	-2	592	93	35.5	2.2	-13.9	263	7.7	27.5	53.2	205

03043023.FOE	1	13.9	4015	-6	1059	116	26.7	2.0	-14.3	236	7.7	24.7	34.3	165

03042821.BYI	1	4.3	220	-74	1877	74	40.4	0.0	-21.3	217	8.4	19.6	47.5	151

03042522.MGM	1	13.1	2112	-13	1028	106	63.3	2.2	-14.2	266	6.8	41.2	42.5	199

03042521.LWT	1	6.2	193	-34	1157	84	33.2	0.1	-19.0	194	7.6	23.8	44.0	191

03042518.TCL	1	11.3	524	-50	815	216	66.5	1.1	-14.0	256	6.7	54.5	74.3	295

03042423.PIB	1	13.2	710	-91	552	278	47.4	1.1	-13.2	256	7.3	29.9	47.5	367

03042422.FOE	1	9.2	537	-24	443	119	31.9	0.3	-19.7	184	6.7	33.6	18.6	155

03042419.BTR	1	14.3	2208	-2	816	43	52.0	0.8	-13.0	244	7.4	27.5	46.2	86

03041923.MLC	1	12.8	1448	-52	744	271	64.7	3.9	-11.2	230	5.7	51.5	81.0	283

03040618.JAN	1	12.9	801	-40	747	201	51.3	1.4	-14.4	243	7.5	28.4	87.0	298

03040614.MLU	1	13.4	517	-86	382	358	50.8	1.2	-13.9	229	7.4	36.9	73.2	428

03040601.FWD	1	11.1	461	-111	865	325	67.8	0.9	-13.5	245	6.9	40.1	93.4	563

03040420.SPI	1	11.2	1687	-7	802	102	38.9	1.1	-17.7	252	7.6	39.5	59.0	176

03032721.PBI	1	12.4	384	-64	873	185	47.9	0.5	-12.0	240	6.3	8.1	99.7	189

03032720.TMB	1	13.5	878	-5	1007	102	59.6	0.9	-10.7	241	5.9	21.4	97.6	157

04040822.ROW	1	7.6	885	-35	1457	25	42.6	0.1	-16.3	225	7.7	31.8	52.9	136

04040616.VCT	1	13.2	671	0	457	159	42.0	0.8	-12.5	228	5.9	29.4	48.5	233

04040615.CRP	1	14.5	1276	0	405	109	39.2	0.9	-12.3	238	7.0	30.2	44.3	209

04032723.C33	1	12.5	2394	-14	752	342	44.2	6.0	-15.0	235	7.2	45.6	56.4	529

04032721.C33	1	12.5	2248	-11	742	183	42.7	2.9	-14.5	230	7.1	29.5	50.7	257

04032718.GAG	1	11.6	1959	-2	705	243	43.2	3.4	-16.1	217	7.9	33.2	51.9	263

04020601.TCL	1	11.9	190	-48	628	310	45.1	0.4	-12.7	222	6.4	48.7	58.2	536

03111803.GLS	1	16.5	1327	-28	566	364	46.5	3.8	-8.7	230	6.1	33.7	77.0	402

03111722.GLS	1	10.1	1092	-23	682	103	65.1	1.1	-18.5	220	7.2	45.6	115.8	218

03110520.IAD	1	13.7	626	-17	1058	109	35.5	0.4	-9.7	248	6.0	23.4	50.7	109

03100923.GLS	1	18.1	1654	-5	454	164	35.3	1.6	-5.9	253	5.5	26.9	46.4	209

03100523.C10	1	11.8	1332	-9	1262	56	39.6	0.4	-7.5	295	5.6	37.5	47.9	168

03090807.MAF	1	11.7	777	-160	1418	169	29.0	0.1	-10.5	282	7.9	18.5	32.7	262

03082523.RAD	1	12.0	1595	-36	1379	139	56.3	1.3	-11.7	280	6.3	16.2	82.0	142

03080122.MIE	1	14.8	2465	-19	976	39	23.4	0.0	-10.9	251	6.4	10.2	49.8	63

03072100.SUX	1	21.5	6268	-16	748	130	47.0	6.4	-7.5	313	7.3	28.4	42.4	175

03072022.SUX	1	20.7	5887	-14	863	100	42.2	4.2	-7.3	304	7.8	47.1	46.8	375

03072022.OFK	1	19.2	6004	-19	1398	33	31.9	0.6	-7.5	313	8.2	30.8	31.8	166

03071922.STC	1	15.2	2711	-22	1042	103	46.1	2.1	-10.6	310	7.0	34.7	54.6	221

03071102.NHK	1	16.5	987	-67	757	159	22.6	0.0	-7.7	240	6.4	20.9	29.8	187

03070921.RWF	1	13.6	1319	-19	765	52	42.5	0.5	-10.8	262	7.0	23.9	51.9	91

03070919.P#3	1	13.7	1228	-1	615	65	49.7	0.7	-10.0	258	6.5	18.9	58.3	80

03070902.ATH	1	11.5	2088	-216	2152	184	48.4	0.0	-8.0	269	9.4	34.4	71.3	315

03062823.BRD	1	10.3	984	-41	828	98	44.5	0.7	-16.0	285	5.9	30.4	65.1	168

03062820.BJI	1	8.9	792	-1	1152	76	36.4	0.3	-17.5	276	6.2	21.6	57.0	122

03062802.C22	1	8.5	251	-78	1075	74	33.2	0.1	-17.0	302	6.9	33.5	39.2	110

03062800.P11	1	8.9	130	-58	757	94	34.6	0.1	-16.9	294	6.8	32.0	41.6	182

03062223.GRI	1	18.1	5092	-19	1060	137	41.0	4.5	-7.9	238	8.0	29.8	45.3	215

03062119.GCC	1	9.0	940	-32	1043	126	52.6	1.0	-13.9	234	7.3	37.7	61.9	271

03061423.GLD	1	11.1	1240	-11	1151	21	28.6	0.1	-11.5	347	7.2	20.2	27.1	107

03061202.9V9	1	11.9	1311	-150	1237	252	55.7	0.8	-12.0	277	7.7	34.4	64.5	403

03061123.PIR	1	12.2	2019	-91	1257	201	52.8	1.9	-12.8	252	7.7	30.1	78.9	352

03060922.AIH	1	12.2	3211	-62	1638	201	43.3	1.6	-13.0	253	9.0	35.4	67.6	306

04052223.P#A	1	15.1	2952	-11	774	39	53.1	1.0	-12.0	243	7.6	22.0	68.8	112

04052223.OAX	1	13.7	2734	-22	1169	83	52.1	1.6	-11.3	232	7.4	29.5	77.9	274

04052201.OFK	1	14.7	3647	-8	1268	198	35.6	3.1	-11.0	240	7.8	35.9	59.8	310

04052201.AIH	1	12.5	2491	-49	1041	183	43.4	3.2	-12.7	241	8.1	37.2	66.0	201

04052122.GEG	1	8.3	1152	-51	831	61	20.9	0.0	-20.3	270	7.3	16.0	22.9	86

04051821.PIA	1	13.2	1154	-20	811	45	38.0	0.3	-11.1	240	5.6	36.6	42.0	114

04051701.C07	1	9.6	1682	-36	2011	261	50.5	0.0	-10.9	271	7.9	35.3	62.3	740

04051700.GRI	1	11.3	1410	-72	1036	313	44.9	2.7	-14.9	227	8.2	36.5	55.1	498

04051420.MBS	1	13.4	793	-7	834	109	40.9	0.6	-10.0	223	5.5	35.3	48.3	177

04051416.SBN	1	13.7	499	0	429	86	47.3	0.3	-10.0	213	5.3	45.7	43.4	226

04051323.G#4	1	15.5	3158	-12	977	153	38.7	3.1	-11.1	260	7.5	26.9	14.0	223

04051223.C32	1	11.4	2949	-2	1894	52	53.9	0.2	-12.4	230	8.0	35.8	51.2	184

04051117.VCT	1	16.3	1839	0	387	110	21.6	0.0	-10.4	236	6.4	21.8	22.3	236

04043018.SPS	1	12.8	1694	-16	674	115	47.0	1.5	-14.9	221	8.0	24.4	40.3	122

04042921.CDS	1	9.5	1110	-130	1817	-14	26.8	0.0	-14.5	244	8.2	30.9	40.8	112

04042900.DRT	1	11.7	872	-12	771	192	46.2	1.3	-13.3	241	6.5	37.1	66.5	291

04042320.SPS	1	14.3	3037	-1	1026	34	40.0	0.7	-13.4	226	7.4	18.9	49.8	60

04042317.C11	1	10.4	439	-226	1267	41	38.3	0.0	-12.0	218	8.0	22.5	52.0	77

04042300.FYV	1	11.8	1066	-33	829	252	39.7	1.8	-14.3	264	7.5	32.0	68.1	287

04042222.TUL	1	13.0	1845	-5	720	136	58.2	2.4	-14.9	261	7.6	42.3	60.4	262

04042220.P#P	1	13.3	2326	-1	748	134	58.8	3.1	-15.9	266	8.0	37.4	58.0	199

04042200.GAG	1	10.8	1625	-5	908	47	32.4	0.4	-16.4	262	7.4	23.8	78.1	203

04042122.G#1	1	7.3	762	-3	1736	51	74.4	0.1	-18.1	267	7.9	29.6	109.6	287

04042100.TUL	1	10.6	632	-70	1159	363	52.0	1.5	-13.5	244	6.5	34.2	55.8	403

04042023.GVS	1	10.8	283	0	524	272	32.9	0.4	-14.5	241	5.8	36.7	31.1	351

04042022.C34	1	11.4	1441	-8	1212	105	50.3	1.0	-12.2	244	6.3	35.5	57.3	152

04042019.HUF	1	9.9	107	-34	769	282	37.1	0.2	-14.7	239	5.8	35.7	36.3	292

04042001.G#1	1	10.9	1585	-37	948	193	46.4	2.4	-14.6	237	7.8	39.5	70.5	374

04041923.AMA	1	10.3	1602	-8	1272	103	41.6	0.8	-12.3	237	6.8	29.9	68.2	173

04041823.HYR	1	9.5	788	-51	1551	610	67.8	2.1	-14.2	237	6.6	48.6	102.0	685

04041822.YKN	1	8.5	781	-30	1937	-47	67.4	0.0	-14.5	231	7.3	50.2	99.2	231

04041820.STC	1	9.5	1332	-37	1772	54	48.6	0.1	-15.2	231	8.6	26.3	87.5	167

04041803.MCW	1	11.3	1606	-164	1042	529	61.4	2.0	-14.5	249	8.2	51.8	78.3	736

04041800.FRM	1	6.2	0	-9999	2233	126	60.4	0.0	-15.8	250	8.3	48.2	86.0	376

04041318.MHX	1	14.5	829	-6	376	471	48.2	3.1	-10.4	209	5.7	50.3	59.5	492

04041101.HOU	1	14.2	1196	-29	574	-14	42.4	-0.1	-12.2	228	6.1	21.1	49.7	59

04040922.MLC	1	9.5	826	-4	1253	59	50.6	0.3	-15.2	263	6.2	30.9	65.3	245

04081001.LIC	1	13.1	2627	-14	833	10	31.8	0.1	-7.6	302	6.9	29.5	39.6	240

04080923.LIC	1	12.3	2929	-24	1366	16	34.5	0.2	-7.1	291	7.3	33.3	41.5	174

04080222.BH5	1	9.0	780	-79	2692	-22	40.8	0.0	-7.8	269	8.3	36.1	53.6	117

04080101.FSD	1	15.5	3162	-71	1296	126	42.1	1.7	-10.0	298	7.7	29.5	43.5	211

04071502.PWD	1	11.6	1241	-85	1817	-10	41.6	0.0	-9.7	293	7.4	25.5	68.5	104

04071421.NHK	1	15.8	2262	-34	1229	29	22.0	0.0	-9.0	266	6.6	17.0	40.9	95

04070822.CDR	1	8.4	1172	-184	2535	65	52.1	0.0	-10.6	252	9.0	39.8	58.2	155

04070800.RSL	1	16.8	3857	-81	950	330	43.6	7.3	-6.9	302	7.3	32.9	43.0	525

04062401.MSN	1	11.0	1731	-10	1132	139	52.2	1.8	-15.8	264	6.6	37.4	69.1	149

04062202.AMA	1	14.9	2631	-32	851	69	48.2	1.5	-9.3	256	8.0	30.2	68.7	322

04062201.AMA	1	13.9	2569	-24	1161	158	51.4	2.9	-9.1	264	8.2	37.1	79.6	378

04062123.AMA	1	14.3	3017	-3	1129	34	46.0	0.7	-9.8	253	7.9	30.1	66.4	233

04062100.LAA	1	13.7	2855	-58	1180	172	53.2	3.4	-9.9	265	8.0	19.8	59.2	173

04062021.PUB	1	9.4	1660	-152	1943	219	45.3	0.1	-10.7	255	9.0	31.5	55.0	312

04062019.COS	1	10.8	2562	-34	1009	45	38.2	0.7	-12.0	275	8.7	28.8	54.8	98

04061501.HYS	1	14.0	3081	-123	1665	173	58.2	0.9	-9.0	287	8.2	39.1	57.5	526

04061401.RDD	1	12.6	881	-112	1018	143	43.3	0.5	-9.7	283	6.4	45.8	43.1	223

04061322.LNK	1	10.8	941	-69	1877	47	38.4	0.0	-9.3	287	5.7	33.3	45.8	183

04061318.RQB	1	13.7	1000	-12	900	139	52.4	1.2	-10.7	233	6.1	36.9	55.2	229

04061121.FRM	1	16.5	2686	-15	680	177	37.0	2.9	-11.0	219	7.7	18.6	49.4	252

04061103.HSI	1	12.4	1209	-300	1522	316	36.6	0.0	-10.8	210	9.0	34.1	53.9	333

04060921.APA	1	8.8	1388	-12	2068	90	27.2	0.0	-10.0	186	8.8	22.9	47.8	104

04053022.SLO	1	18.2	3905	-16	909	156	45.8	4.6	-9.2	240	6.9	43.6	52.3	241

04052701.PNC	1	15.4	2665	-48	1261	221	69.9	4.4	-8.5	266	6.3	33.5	88.2	272

04052623.G011	1	12.4	1626	-109	1852	49	70.8	0.1	-9.9	262	7.1	37.0	94.0	147

04052622.P#T	1	11.9	1612	-29	2366	155	49.7	0.0	-7.5	252	7.6	30.5	79.4	164

04052602.ABI	1	14.8	1459	-96	876	180	51.9	1.6	-7.9	237	7.1	20.8	85.8	179

04052500.FDR	1	16.4	3848	-41	1381	227	52.9	4.8	-10.3	248	8.8	44.6	77.8	373

04052421.MCI	1	15.5	3926	-27	1068	147	47.7	4.3	-11.9	239	7.8	31.2	69.7	377

04052421.CDS	1	11.5	2298	-45	2458	72	49.8	0.0	-9.7	246	8.0	26.4	75.8	113

04052420.HSI	1	15.0	4625	-31	1086	83	34.0	2.0	-15.1	231	9.5	23.3	61.8	166

04052420.BGM	1	11.0	1383	-50	1291	107	43.0	0.8	-13.2	261	6.4	38.3	57.1	215

04052400.MKX	1	12.6	2101	-6	936	253	43.7	3.9	-15.6	243	8.0	47.2	76.4	303

04052302.P#8	1	14.4	3064	-83	1357	338	64.2	5.2	-12.5	243	8.9	33.2	52.0	372

04052301.P#A	1	15.3	2427	-11	641	38	43.9	0.7	-11.1	235	7.5	24.0	58.7	130

04052301.OMA	1	15.2	2700	-10	801	171	47.0	3.6	-10.9	219	7.5	25.3	68.4	216

99060823.N60	1	13.7	3155	-15	1051	78	41.1	1.6	-13.0	219	8.3	21.8	42.4	152

99060620.MIW	1	16.5	2747	-2	728	95	46.5	2.0	-11.3	215	7.4	25.8	54.4	126

99060619.DVL	1	13.3	2802	-18	814	23	14.6	0.0	-16.8	148	8.2	13.8	14.2	55

99060522.LRJ	1	15.2	2964	-17	1289	56	44.7	0.9	-10.3	227	8.2	27.6	63.5	157

99060405.VTN	1	12.9	2518	-114	1075	129	40.8	1.2	-11.7	252	8.4	33.9	47.9	180

99060300.GTF	1	7.5	3	-80	1259	78	32.1	0.0	-12.7	166	6.6	32.1	44.8	172

99060300.AMA	1	12.9	2756	-67	1541	95	38.7	0.7	-10.0	227	8.6	29.5	72.3	208

99060123.SPI	1	14.9	2287	-19	881	194	49.6	3.7	-12.9	240	7.2	40.7	42.9	303

99060110.MLC	1	16.0	1956	-157	477	193	43.7	0.8	-10.8	251	8.4	34.4	54.4	257

99060101.RSL	1	13.0	1705	-20	907	93	50.1	1.3	-12.2	250	8.3	32.2	70.0	179

99060100.SJT	1	10.8	1391	-136	2395	53	45.7	0.0	-8.1	279	8.0	23.3	44.1	151

99060100.CSM	1	13.8	2748	-119	1593	116	55.1	0.7	-10.4	262	8.3	31.9	59.4	205

99053122.LBL	1	12.8	2910	-27	1574	106	61.1	1.3	-11.1	247	8.1	34.8	75.6	204

99053023.LXN	1	11.3	1917	-2	1506	20	24.9	0.0	-12.7	282	7.1	22.6	26.3	85

99052700.INK	1	10.3	1701	-31	1781	9	53.5	0.0	-13.0	263	8.4	26.7	60.4	107

99052521.ROW	1	8.6	1056	-1	2099	26	43.2	0.0	-11.4	250	7.4	17.0	57.8	56

99051701.P28	1	14.1	3996	-25	1498	52	41.4	0.7	-12.2	235	7.9	28.4	44.1	137

99050922.P07	1	10.6	1793	-96	2053	72	29.7	0.0	-11.9	197	8.5	25.8	74.2	77

99050419.EWK	1	9.8	1172	-30	1060	87	56.5	0.9	-17.0	185	7.4	27.6	56.8	112

99050401.ONL	1	9.2	1561	-17	1532	160	31.3	0.6	-15.4	205	7.3	24.3	33.6	208

99050220.HDE	1	8.7	687	-3	649	100	31.9	0.4	-19.2	208	7.1	21.5	23.0	124

99050122.MAF	1	12.3	1710	-9	776	232	56.9	3.8	-11.2	237	6.8	32.4	76.7	295

99043021.INK	1	13.0	2707	-11	1033	174	50.2	3.8	-11.8	197	7.3	35.6	67.7	236

99042421.AGS	1	9.7	443	-32	1749	52	54.7	0.1	-12.4	292	6.7	37.3	65.4	176

99042300.MKO	1	13.6	2181	-13	1003	243	55.3	4.9	-11.4	253	7.8	35.3	67.1	248

04082522.FOE	1	16.3	3285	-59	1225	128	33.5	1.7	-8.6	243	6.8	34.0	42.4	233

04082423.DPA	1	15.3	616	-29	685	237	28.3	0.7	-6.6	213	5.2	26.6	21.5	254

04082401.FOE	1	17.3	2862	-33	582	300	33.1	4.7	-7.7	274	6.8	24.8	34.1	345

04082200.C07	1	12.4	2025	-24	1364	108	27.4	0.6	-7.7	278	6.6	14.0	41.6	288

04081522.ATH	1	10.0	1320	-50	1754	133	37.4	0.3	-10.5	325	7.6	38.4	41.5	249

04081420.HAT	1	16.9	1221	-20	693	281	41.3	2.4	-6.1	204	4.5	32.5	54.5	312

04081219.FAY	1	15.4	835	-29	887	115	48.5	0.8	-7.1	211	5.4	29.3	50.5	134

04081215.CAE	1	16.3	1332	-11	579	78	38.5	0.7	-8.3	217	5.9	37.1	28.4	136

99112300.TUL	1	11.8	1383	-12	847	203	54.3	2.5	-15.7	217	6.9	37.0	60.1	264

99092823.LAF	1	14.3	1880	-26	925	44	46.4	0.6	-9.8	226	5.9	31.8	53.4	131

99092700.ICT	1	13.7	1942	-99	1005	119	45.8	1.2	-7.8	271	6.2	28.6	45.7	170

99092003.OGD	1	5.9	7	-95	1490	6	35.4	0.0	-14.8	306	7.3	17.3	39.8	59

99091023.OKM	1	14.1	1578	-173	1285	75	38.5	0.1	-9.8	284	6.9	29.7	41.2	205

99090400.AKO	1	11.6	1401	-21	1298	3	44.8	0.0	-8.1	221	7.3	26.8	60.0	143

99081920.SME	1	11.4	1158	-29	2080	34	42.9	0.0	-10.2	267	6.9	18.4	33.8	78

99081621.GLD	1	14.3	3184	-9	1787	78	34.9	0.3	-7.0	231	7.7	23.6	46.0	131

99081503.JDN	1	7.8	368	-225	2152	37	52.5	0.0	-11.9	242	8.0	36.8	72.2	220

99080923.MKT	1	16.2	2484	-10	814	229	44.4	4.2	-9.7	289	7.7	38.9	63.1	274

99073100.DMH	1	14.4	2057	-58	1629	66	38.0	0.3	-8.8	331	7.0	18.2	55.7	83

99072800.COQ	1	11.9	957	-73	1267	208	61.5	1.2	-12.4	294	7.3	37.9	75.1	349

99072300.ABR	1	15.9	3073	-48	1643	51	26.1	0.2	-7.9	237	7.7	10.4	43.4	60

99072201.GGW	1	8.8	1107	-147	2618	58	49.5	0.0	-11.3	230	8.7	27.6	92.9	163

99072022.OLZ	1	19.5	3709	-2	737	170	42.4	4.4	-5.2	268	5.5	29.8	44.8	294

99071400.MOT	1	10.3	1025	-92	1759	96	63.9	0.2	-11.0	284	7.1	34.6	66.5	248

99070300.LBF	1	18.3	5887	-62	1227	118	33.7	2.8	-6.4	235	9.0	23.9	55.3	163

99070123.IPT	1	14.7	908	-27	884	203	33.0	1.0	-6.8	229	5.6	30.6	31.5	243

99062922.GUY	1	13.7	3266	-87	2035	154	43.7	0.0	-7.8	283	9.0	32.3	53.8	237

99062802.OGA	1	12.3	1529	-168	1178	203	64.3	0.5	-9.7	266	8.8	33.4	87.6	253

99062701.MCK	1	16.5	3830	-43	1226	55	34.0	0.9	-7.8	258	8.2	20.8	57.0	152

99062700.SNY	1	12.1	2217	-42	1612	24	49.9	0.2	-8.9	251	8.2	28.2	77.8	141

99062300.MHE	1	14.1	1832	-74	977	196	23.4	0.0	-9.7	239	7.3	17.5	18.0	213

00050901.AIZ	0	13.1	1987	-68	1453	84	35.7	0.5	-11.3	241	8.5	41.9	28.1	204

00050722.SNY	0	9.8	2015	-39	1845	23	56.1	0.1	-12.4	245	8.7	34.2	64.8	128

00050707.OGA	0	11.6	1205	-190	787	34	39.5	0.0	-11.3	236	8.2	22.0	47.2	115

00050323.RBD	0	11.2	940	-3	1077	54	42.9	0.3	-14.6	290	6.2	28.9	58.4	174

00043001.ABI	0	11.9	2549	-66	1686	111	39.6	0.5	-11.8	268	8.4	26.8	40.5	228

00042423.LAA	0	5.4	613	-132	2566	97	54.0	0.0	-16.3	278	8.9	29.1	72.7	192

00042422.EHA	0	6.7	706	-56	2143	58	53.8	0.0	-15.2	295	8.1	25.8	83.4	159

